Lemma	Mark	Nature	Description	Formes communes	Code
praescriptum	, i	NOMcom	 L'Exemple;=LEX, REGVLA, NORMA (Sg.,Pl.) 	praescriptum, praescripto	12
praeseco	, as, are	VER	 	praesectis, praesecuit	51
praesegmen	, inis	NOMcom	Auto. 	praesegmina	13
praeseminatio	, nis	NOMcom	 		13
praesens	, tis	ADJqua	 	praesens, praesenti	25
praesensio	, nis	NOMcom	 		13
praesentaneus	, a, um	ADJqua	 	praesentanei	21
praesentia1	, ae	NOMcom	 	praesentia, praesentiam	11
praesentia2	, s	NOMcom	 =STATVS RERVM PRAESENS 	praesentia, praesentibus	13
praesentio	, is, ire	VER	 	praesensit, praesentit	54
praesento	, as, are	VER	 		51
praesepis	, is	NOMcom	Auto. 	praesepem	13
praesero3		VER	 Semer;(pas de Temps Primitifs) 		53
praesertim		ADV	 	praesertim	60
praeseruio	, ire	VER	Auto. 	praeseruire	54
praeses	, idis	NOMcom	 	praesidem, praesides	13
praesidens		NOMcom	 =QVI PRAESIDET, PRAESES 	praesidentis	13
praesideo	, es, ere	VER	 (pas de LEMME PRAESIDO) 	praesidebat, praesidet	52
praesidium	, i	NOMcom	 	praesidio, praesidium	12
praesignis	, is	ADJqua	 	praesignis	24
praesono1	, as, are	VER	 	praesonuit	51
praespargo2		VER	 	praespargens	53
praespicio		VER	 (pas de Temps Primitifs) 		55
praestabilis	, oris	ADJqua	 	praestabilius, praestabili	24
praestans	, tissimis	ADJqua	 Lemme spécial dans Forcellini 	praestanti, praestantior	25
praestanter		ADV	Auto. 	praestantissime	6
praestantia	, ae	NOMcom	 	praestantia, praestantiam	11
praestatio	, nis	NOMcom	 	praestationem	13
praesterno		VER	 	praesternas, praesterni	53
Praestes	, Praestitis	ADJqua	Auto. 	Praestitibus	2
Praesti	, i	NOMpro	Auto. 	Praestos	12
praestigiae	, ae	NOMcom	 	praestigiae, praestigias	11
praestigiator	, is	NOMcom	 	praestigiator, praestigiatorum	13
praestigiatrix	, cis	NOMcom	Auto. 	praestigiatrix	13
praestino	, as, are	VER	Auto. 	praestinatum, praestines	51
praestituo	, is	VER	 	praestituit, praestitutam	53
praesto1	, as, are	VER	 	praestare, praestat	51
praesto2		ADV	 	praesto, praestost	60
praestolor	, ier	VER	 	praestolabar, praestolarentur	5J
praestrigiae	, ae	NOMcom	 		11
praestringo	, is, ere	VER	 	praestringit, praestricta	53
praestruo	, is	VER	 	praestruxerat, praestruit	53
Praestutiani	, i	NOMpro	Auto. 	Praestutiani	12
praesum1	, sse	VER	 	praeerat, praesente	56
praesumo	, is, ere	VER	 	praesumpta, praesumo	53
praesumptio	, nis	NOMcom	 	praesumptione, praesumptio	13
praesumptiosus	, a, um	ADJqua	 		21
praesumptor	, is	NOMcom	 		13
praesumptus	, a, um	ADJqua	 	praesumpta	21
praetego	, is	VER	 	praetexit, praetegit	53
praetempto	, are	VER	 	praetemptare	51
praetendo	, is, ere	VER	 (pas de Sous-lemme) 	praetendere, praetenta	53
praetento	, as	VER	 	praetemptans, praetemptata	51
praetepesco		VER	 	praetepuisset	53
praeter1		ADV	 	praeter	60
praeter2		PRE	 	praeter	70
praeterago		VER	 	praeteragendus	53
praeterbito		VER	Auto. 	praeterbitas	53
praeterea		ADV	 	praeterea	60
praetereo1	, is, ire	VER	 	praetereo, praeterit	56
praeterfero		VER	 	praeterlata	56
praeterfluo	, is, ere	VER	 	praeterfluebat, praeterfluere	53
praetergredior	, edi	VER	 	praetergressus, praetergressum	5N
praeterita	, i	NOMcom	 Les Choses du passé 	praeterita, praeteritorum	12
praeteritum	, i	NOMcom	 Le Passé (Uniquement au Sg.) 	praeteritum, praeterito	12
praeteritus	, a, um	ADJqua	 =TRANSACTVS, ELAPSVS 	praeterita, praeteritis	21
praeterlabor2		VER	 	praeterlabare, praeterlabere	5L
praetermeo	, as, are	VER	 	meantum	51
praetermissio	, nis	NOMcom	Auto. 	praetermissio	13
praetermitto	, is, ere	VER	 	praetermittam, praetermitto	53
praetero		VER	 	praeteri, praeteritur	53
praeterpropter		ADV	Auto. 	praeterpropter	6
praeterquam		ADV	 (forme en 1 ou 2 mots) 	praeterquam, quam	60
praeteruectio	, nis	NOMcom	 	praeteruectione	13
praeterueho	, is	VER	Auto. 	praeteruehit	53
praeteruehor	, iris, ehi	VER	 (pas de Sous-lemme) 	praeteruehi, praeteruecta	5L
praeteruerto		VER	 (pas de Temps Primitifs) 		53
praeteruolo2	, as	VER	 	praeteruolans, praeteruolantes	51
praetexo	, is, ere	VER	 	praetexta, praetexunt	53
praetexta	, ae	NOMcom	 	praetexta, praetextam	11
Praetextata	, ae	NOMpro	Auto. 	Praetextata	11
praetextatus	, a, um	ADJqua	 (pas de Sous-lemme) 	praetextatum, praetextatus	21
praetextum	, i	NOMcom	 Lemme spécial dans Forcellini 	praetexto, praetextum	12
praetextus1	, us	NOMcom	 	praetextu	14
praetextus2	, a, um	ADJqua	 =PRAETEXTA TOGA INDVTVS 	praetextam, praetexta	21
praetimeo	, es, ere	VER	 	praetimet, praetimere	52
praetor	, is	NOMcom	 	praetor, praetore	13
praetorianus	, a, um	ADJqua	 	praetorianis, praetoriani	21
praetorium	, i	NOMcom	 Lemme spécial dans Forcellini 	praetorii, praetorium	12
praetorius1	, i	NOMcom	 	praetorius, praetorios	12
praetorius2	, a, um	ADJqua	 	praetoria, praetoriae	21
praetracto	, as, are	VER	 	praetractentur	51
praetrepido	, as, are	VER	 	praetrepidans	51
praetrepidus	, a, um	ADJqua	 	praetrepidum	21
praetrunco	, as, are	VER	Auto. 	praetruncabo, praetruncauit	51
praetura	, ae	NOMcom	 	praetura, praeturam	11
praeualens		ADJqua	 		25
praeualeo	, ere	VER	 	praeualuit, praeualeret	52
praeualidus	, a, um	ADJqua	 	praeualida, praeualidi	21
praeuallo	, as, are	VER	 	praeuallari	51
praeuaricatio	, nis	NOMcom	 	praeuaricatio, praeuaricatione	13
praeuaricator	, is	NOMcom	Auto. 	praeuaricatore, praeuaricatorem	13
praeuaricor	, ari	VER	 	praeuaricaretur, praeuaricari	5J
praeuehor	, iris	VER	 (pas de Sous-lemme) 	praeuectus, praeuecti	5L
praeuenio	, is, ire	VER	 (forme en 1 ou 2 mots) 	praeuenit, praeuenire	54
praeuerro		VER	 (pas de Temps Primitifs) 		53
praeuerto	, is, ere	VER	 (pas de Sous-lemme) 	praeuertendum, praeuertere	53
praeuertor	, iris, rti, ier	VER	 (pas de Sous-lemme) 	praeuortar, praeuertor	5L
praeuideo		VER	 	praeuisa, praeuidit	52
praeuinco		VER	 (pas de Temps Primitifs) 		53
praeuius	, a, um	ADJqua	 	praeuia, praeuius	21
praeumbro	, as, are	VER	 	praeumbrante	51
praeuolo2	, as, are	VER	Auto. 	praeuolauit	51
praeuro		VER	 	praeusta, praeustis	53
praeut		ADV	Auto. 	praeut	6
Praexaspes		NOMpro	Auto. 	Praexaspes	13
pragmaticus1	, i	NOMcom	 	pragmaticorum	12
pragmaticus2	, a, um	ADJqua	 		21
prandeo	, es, ere	VER	 	prandeat, pranderet	52
prandium	, i	NOMcom	 	prandium, prandia	12
pransito	, as, are	VER	 		51
pransus2		ADJqua	Auto. 	pransus	2
Prasii	, i	NOMpro	Auto. 	Prasios	12
prasinatus	, i	ADJqua	Auto. 	prasinatus	2
prasinianus		ADJqua	Auto. 	prasinianus	2
prasinus	, i	ADJqua	Auto. 	prasina, prasinus	2
Prasutagus	, i	NOMpro	Auto. 	Prasutagus	12
pratensis	, is	ADJqua	 	pratensibus	24
pratulum	, i	NOMcom	Auto. 	pratulum	12
pratum	, i	NOMcom	 	prata, pratis	12
praue		ADV	 	praue, prauissume	60
prauitas	, tis	NOMcom	 	prauitas, prauitate	13
prauus	, a, um	ADJqua	 (pas de Sous-lemme) 	praua, prauis	21
praxis		NOMcom	Auto. 	praxim	13
Praxiteles		NOMpro	 (Greek)		17
precario		ADV	 	precario	60
precarius	, a, um	ADJqua	 (pas de Sous-lemme) 	precarium, precario	21
precatio	, nis	NOMcom	 	precatione, precationibus	13
precator	, is	NOMcom	Auto. 	precator	13
preciae	, ae	NOMcom	 	preciae	11
precor	, aris	VER	 	precor, precari	5J
prehendo	, is, ere	VER	 (pas de Sous-lemme) 	prendere, prensus	53
prehenso	, as, are	VER	 	prensare, prensat	51
prelum	, i	NOMcom	 	prela, prelum	12
premo	, is, ere	VER	 	premit, pressit	53
presbyter	, i	NOMcom	 		12
presbyterium	, i	NOMcom	 		12
presse		ADV	 	pressius, presse	60
pressio	, nis	NOMcom	 	pressionibus, pressione	13
presso	, as, are	VER	 	pressabimus, pressat	51
pressus1	, us	NOMcom	 		14
pressus2	, a, um	ADJqua	 (A tous les sens du Verbe + Terme de rhétorique:Dépouillé, concis) 	pressa, pressus	21
prester	, is	NOMcom	 (Greek)	presteras, prestera	17
pretiose		ADV	 	pretiosius, pretiose	6&
pretiosus	, a, um	ADJqua	 (pas de Sous-lemme) 	pretiosa, pretiosum	21
pretium	, i	NOMcom	 	pretium, pretio	12
prex	, cis	NOMcom	 	preces, precibus	13
Priameis	, Priameidis	NOMpro	Auto. (Greek)	Priameide, Priameida	17
Priameius		ADJqua	Auto. 	Priameia, Priameius	2
Priamides		NOMpro	Auto. (Greek)	Priamides, Priamiden	17
Priamus	, i	NOMpro	 		12
Priapus	, i	NOMpro	 	Priapi, Priapus	12
pridem		ADV	 	pridem	60
pridie		ADV	 	pridie, ii	60
Prilius	, i	NOMpro	Auto. 	Prilio	12
prima1	, i	NOMcom	 =PRINCIPIA, PRIMORDIA 	prima, primis	12
prima2		ADV	 =PRIMO 		60
Prima	, ae	NOMpro	Auto. 	Primae	11
primaeuus	, a, um	ADJqua	 	primaeuo, primaeuos	21
primani	, i	NOMcom	 	primanos, primani	12
primarius	, a, um	ADJqua	 	primarios, primarium	21
Primigenius	, i	NOMpro	Auto. 	Primigeni	12
primigenus	, a, um	ADJqua	 	primigenum	21
primipilaris	, is	NOMcom	 	primipilaribus, primipilari	13
primipilus	, i	NOMcom	 (forme en 1 ou 2 mots) 	primipili, primipilo	12
primitiae	, ae	NOMcom	Auto. 	primitiae, primitias	11
primitus		ADV	 	primitus	60
primo		VER	 (Uniquement en Composition) 	primo	53
primordium	, i	NOMcom	 	primordia, primordio	12
primores	, is	NOMcom	 =PRIMI 	primores, primoribus	13
primoris	, is	ADJqua	 	primoribus, primores	26
primulus	, i	ADJqua	Auto. 	primulo	2
primum		ADJadv.ord	 	primum, preimum	3N
primus		ADJord	 	prima, primus	3K
princeps1	, ipis	NOMcom	 	principis, principem	13
princeps2	, ipis	ADJqua	 	princeps, principes	22
principalis	, is	ADJqua	 	principale, principalis	24
principaliter		ADV	 	principaliter	60
principatus	, us	NOMcom	 	principatus, principatum	14
principialis	, is	ADJqua	 	principiale, principiali	24
principium	, i	NOMcom	 3B PRIOR 	principio, principium	12
prior	, is	ADJqua	Auto. 	prior, priore	2
priores	, is	NOMcom	 =MAIORES, ANTIQVI 	priores, priorum	13
Prisca	, ae	NOMpro	Auto. 	Priscae, Prisca	11
prisce		ADV	Auto. 	prisce	6
prisci	, i	NOMcom	 = ANTIQVI 	priscis, Prisci	12
Priscinus	, i	NOMpro	Auto. 	Priscino	12
priscus	, a, um	ADJqua	 	Priscus, prisca	21
Priscus	, i	NOMpro	 		12
pristinus	, a, um	ADJqua	 (pas de Sous-lemme) 	pristinae, pristina	21
pristis		NOMcom	Auto. 	Pristis, Pristim	13
priuatim		ADV	 	priuatim	60
priuato		ADV	 	priuato	60
priuatus	, a, um	ADJqua	 (pas de Sous-lemme) ;=propre, Personnel 	priuatis, priuata	21
Priuernas	, Priuernatis	ADJqua	Auto. 	Priuernas, Priuernati	2
Priuernum	, i	NOMpro	Auto. 	Priuerno	12
Priuernus	, i	NOMpro	Auto. 	Priuernum	12
priuienus	, i	NOMcom	 	priuignus	12
priuigna	, ae	NOMcom	 	priuignae	11
priuignus	, i	NOMcom	 	priuigno, priuignis	12
priuilegium	, i	NOMcom	 	priuilegium, priuilegiis	12
priuo	, as, are	VER	 3E PRIVS 	priuata, priuare	51
prius		ADJqua	Auto. 	prius, priu'	2
priusquam		CONsub	 (forme en 1 ou 2 mots) 	quam, priusquam	82
priuus	, a, um	ADJqua	 (pas de Sous-lemme) 	priua, priuos	21
pro1		PRE	 	pro	70
pro2		INJ	 	pro, proh	90
pro3		ADV	Auto. 	prod'	6
proagorus	, i	NOMcom	 	proagoro, proagorum	12
proauia	, ae	NOMcom	 	proauiam, proauiae	11
proauus	, i	NOMcom	 	proauo, proaui	12
probabilis	, is	ADJqua	 (pas de Sous-lemme) 	probabilis, probabile	24
probabilitas	, tis	NOMcom	 		13
probatio	, nis	NOMcom	 	probationes, probationibus	13
probator	, is	NOMcom	 	probatorem	13
probatus	, a, um	ADJqua	 =EXPERIMENTO COGNITVS, BONVS, EXCELLENS ;CARVS, ACCEPTVS 	probatum, probatus	21
probe		ADV	 	probe	60
probitas	, tis	NOMcom	 	probitas, probitatis	13
probo	, as, are	VER	 	probare, probari	51
proboscis	, dis	NOMcom	 (Greek)	proboscide, proboscidem	17
probro	, as, are	VER	 (Uniquement en Composition) 		51
probrosus	, a, um	ADJqua	 (pas de Sous-lemme) 	probrosis, probrosa	21
probrum	, i	NOMcom	 	probra, probris	12
probus	, a, um	ADJqua	 (pas de Sous-lemme) 	probus, probum	21
procacitas	, tis	NOMcom	Auto. 	procacitatis	13
procaciter		ADV	 	procacius, procaciter	6&
Procas		NOMpro	 (Greek)		17
procax	, cis	ADJqua	 	procax, procaces	25
procedo1	, is, ere	VER	 (pas de Sous-lemme) 	processit, procedere	53
procella	, ae	NOMcom	 	procella, procellae	11
procello		VER	 		53
procellosus	, a, um	ADJqua	 	procelloso, procellosum	21
procer	, is	NOMcom	 	proceres, procerum	13
proceres	, is	NOMcom	 	proceres, procerum	13
proceritas	, tis	NOMcom	 	proceritas, proceritate	13
procerus	, a, um	ADJqua	 	procera, proceras	21
processio	, nis	NOMcom	 		13
processus	, us	NOMcom	 	processu, processus	14
Prochyta	, ae	NOMpro	Auto. 	Prochyta, Prochytam	11
procido1	, is, ere	VER	 (dérivé de CADO;pas de Supin) 	prociderat, procidit	53
Procilla	, ae	NOMpro	Auto. 	Procilla	11
Procillus	, i	NOMpro	Auto. 	Procillum, Procillus	12
procinctus1	, us	NOMcom	 	procinctu	14
procinctus2	, a, um	ADJqua	 		21
proclamo	, as, are	VER	 	proclamat, proclamauit	51
proclinatio	, nis	NOMcom	 		13
proclino	, as, are	VER	 	proclinatam, proclinet	51
procliue1	, is	NOMcom	 (Uniquement au Sg. dans les locutions avec Prép.) 	procliui, procliue	13
procliue2		ADV	 	procliuius, procliue	60
procliuis	, is	ADJqua	 	procliuis, procliuia	24
procliuitas	, tis	NOMcom	 	procliuitatem	13
procliuiter		ADV	 		60
procliuus	, a, um	ADJqua	 	procliuas	21
Procne	, ae	NOMpro	Auto. 	Procne	11
procoeton	, is	NOMcom	Auto. (Greek)	procoeton, procoetone	17
proconsul	, is	NOMcom	 (forme en 1 ou 2 mots) 	proconsule, proconsulis	13
proconsularis	, is	ADJqua	 	proconsulare, proconsulari	24
proconsulatus	, us	NOMcom	 	proconsulatu, proconsulatum	14
procrastinatio	, nis	NOMcom	Auto. 	procrastinatio	13
procrastino	, as, are	VER	 	procrastinat, procrastinant	51
procreatio	, nis	NOMcom	 		13
procreo	, as, are	VER	 	procreat, procreare	51
procresco	, ere	VER	 (pas de Temps Primitifs) 	procrescere	53
Procris	, Procridis	NOMpro	Auto. (Greek)	Procri, Procris	17
Procrustes		NOMpro	Auto. (Greek)	Procrustes	17
procubo	, as, are	VER	 	procubuisse, procubuere	51
procudo	, is, ere	VER	 	procudere, procudit	53
procul		ADV	 	procul	60
Procula	, ae	NOMpro	Auto. 	Proculam, Proculas	11
proculcatio	, nis	NOMcom	 	proculcatio	13
proculco	, as, are	VER	 	proculcauit, proculcauimus	51
Proculeius	, i	NOMpro	Auto. 	Proculeius, Proculeium	12
Proculus	, i	NOMpro	 		12
procumbo	, is, ere	VER	 	procubuit, procubuisse	53
procuratio	, nis	NOMcom	 	procuratione, procurationes	13
procuratiuncula	, ae	NOMcom	 	procuratiunculae	11
procurator	, is	NOMcom	 	procurator, procuratorem	13
procuro	, as, are	VER	 	procurare, procures	51
procurro	, is, ere	VER	 	procurrit, procurrere	53
procursus	, us	NOMcom	 	procursu, procursus	14
procuruus	, a, um	ADJqua	 	procuruam, procurua	21
procus	, i	NOMcom	 	procis, proci	12
Procyon		NOMpro	Auto. (Greek)	Procyon	17
prodeo1	, is, ire	VER	 	prodire, prodit	56
prodico2		VER	Auto. 	prodicta	53
Prodicus	, i	NOMpro	Auto. 	Prodicus	12
prodige		ADV	 	prodige	60
prodigentia	, ae	NOMcom	 	prodigentia, prodigentiam	11
prodigialis	, is	ADJqua	Auto. 	prodigiali	2
prodigialiter		ADV	Auto. 	prodigialiter	6
prodigiosus	, a, um	ADJqua	 	prodigiosa, prodigiosum	21
prodigium	, i	NOMcom	 	prodigia, prodigium	12
prodigo		VER	 (pas de Sous-lemme) 	prodigeret, prodigitur	53
prodigus	, a, um	ADJqua	 (pas de Sous-lemme) 	prodigus, prodigi	21
proditio1	, nis	NOMcom	 (dérivé de PRODERE) 	proditionis, proditionem	13
proditio2	, nis	NOMcom	 (dérivé de PRODIRE) 	proditione	13
proditor	, is	NOMcom	 	proditor, proditores	13
prodo	, is, ere	VER	 	proditum, prodita	53
prodoceo	, es	VER	 	prodocet	52
produco	, is, ere	VER	 	producere, produci	53
producta	, i	NOMcom	 =PRAECIPVA (PHILOSOPHIE) 	producta	12
productio	, nis	NOMcom	 		13
productus	, a, um	ADJqua	 =IN LONGVM DVCTVS, PROLATVS 	productior, productiore	21
proeliaris	, is	ADJqua	Auto. 	proeliares	2
proeliator	, is	NOMcom	 	proeliatorem, proeliatores	13
proelior	, ari	VER	 	proeliantur, proeliandum	5J
proelium	, i	NOMcom	 	proelio, proelium	12
Proetides		NOMpro	Auto. 	Proetides	13
Proetus	, i	NOMpro	Auto. 	Proetum	12
profano1	, as, are	VER	 Se tenir debout devant un temple, offrir 	profanata, profanato	51
profano2	, as	VER	 Souiller 	profanas, profanant	51
profanus	, a, um	ADJqua	 (pas de Sous-lemme) 	profana, profanis	21
profatus	, us	NOMcom	Auto. 	profatu	14
profectio	, nis	NOMcom	 	profectionis, profectio	13
profecto		ADV	 	profecto	60
profectus	, us	NOMcom	 	profectus, profectum	14
profero	, rs, rre	VER	 	proferre, protulit	56
professio	, nis	NOMcom	 	professione, professio	13
professor	, is	NOMcom	 	professores, professoribus	13
professorius	, a, um	ADJqua	 	professoria	21
professus	, a, um	ADJqua	 =NOTVS, MANIFESTVS (pas de Sous-lemme) 	professo, professa	21
profestus	, a, um	ADJqua	 	profestis, profesta	21
proficio	, is, ere	VER	 (pas de Sous-lemme) 	proficere, proficit	55
proficiscor	, iris, sci	VER	 	profectus, proficiscitur	5L
profiteor	, eris, eri	VER	 	professus, profitetur	5K
profligator	, is	NOMcom	 	profligator	13
profligatus	, a, um	ADJqua	 =MISER, INFELIX;SCELERATVS 	profligata, profligati	21
profligo	, are	VER	 	profligatis, profligare	51
proflo	, as	VER	 	proflabat, proflat	51
profluens	, tis	ADJqua	 =QVI PROFLVIT, PROFLVVS (propre) ;Terme de rhétorique : FV S VS, FACILIS 	profluens, profluente	25
profluenter		ADV	 		60
profluo	, is, ere	VER	 	profluit, profluat	53
profluuium	, i	NOMcom	 	profluuium	12
profluuius	, a, um	ADJqua	 		21
profor	, aris	VER	 	profatur, profare	5J
profugio	, is, ere	VER	 	profugit, profugisse	55
profugus1	, i	NOMcom	 =EXSVL 	profugis, profugos	12
profugus2	, a, um	ADJqua	 	profugus, profugi	21
profundo2	, is, ere	VER	 	profudit, profusus	53
profundum	, i	NOMcom	 (Sous-entendu LOCVS);=MARE 	profundum, profundi	12
profundus	, a, um	ADJqua	 	profunda, profundum	21
profuse		ADV	 	profusius	6&
profusio	, nis	NOMcom	 	profusione	13
profusus	, a, um	ADJqua	 =LONGVS (propre) ;PRODIGV S ;IMMODERATV S 	profusa, profusum	21
progener	, i	NOMcom	 	progener, progeneri	12
progenero	, as, are	VER	 	progenerant	51
progenies	, ei	NOMcom	 	progenies, progeniem	15
progero		VER	 (pas de Sous-lemme) 		53
progigno	, ere	VER	 	progenuit, progignere	53
prognatus	, a, um	ADJqua	 	prognatum, prognatos	21
progne		NOMcom	 (Greek)	Procne, Procnes	17
progredior	, iris, edi	VER	 	progressus, progredi	5N
progressio	, nis	NOMcom	 	progressio, progressione	13
progressus1	, us	NOMcom	 	progressum, progressus	14
progressus2	, a, um	ADJqua	 Avance 	progressi	21
progymnastes		NOMcom	 (Greek)	progymnastas	17
prohibeo	, es, ere	VER	 	prohibere, prohibet	52
prohibita	, i	NOMcom	 Les choses interdites 	prohibitis	12
prohibitio	, nis	NOMcom	 	prohibitio	13
proicio	, is, ere	VER	 	proiecit, proiectis	55
proiectura	, ae	NOMcom	 		11
proiectus1	, us	NOMcom	 	proiectu	14
proiectus2	, a, um	ADJqua	 =PROMINENS (propre) ;IMMODERATVS ; VILIS 	proiecta, proiectus	21
proinde		ADV	 	proinde, proin	60
prolabor2	, iris	VER	 	prolapsa, prolapsus	5L
prolapsio	, nis	NOMcom	Auto. 	prolapsione	13
prolatio	, nis	NOMcom	 	prolationem, prolationibus	13
prolato	, are	VER	 	prolatare, prolatando	51
prolecto	, as	VER	 	prolectat, prolectas	51
proles	, is	NOMcom	 	proles, prolem	13
proletarius	, a, um	ADJqua	 	proletarium	21
proleuo1	, as, are	VER	 		51
proliceo		VER	 (Uniquement forme PROLICVIT) 		52
prolicio	, is	VER	 (pas de Supin) 	proliceret, prolicienda	55
prolixe		ADV	 	prolixe	60
prolixus	, a, um	ADJqua	 	prolixis, prolixo	21
prologus	, i	NOMcom	 	prologo	12
prolongo	, as, are	VER	 		51
proloquor	, qui	VER	 	proloqui, proloquar	5L
prolubium	, i	NOMcom	 		12
proludo	, is, ere	VER	 	prolusit, proludit	53
proluo	, is	VER	 	proluit, prolui	53
prolusio	, nis	NOMcom	Auto. 	prolusione	13
proluuies	, ei	NOMcom	 	proluuie, proluuies	15
promereo		VER	 	promeruit, promeritum	52
promereor	, eris	VER	 	promerentium, promerendi	5K
promeritum	, i	NOMcom	 Service (Bon ou mauvais) 	promeritum, promeritis	12
Prometheus		NOMpro	 (Greek)		17
prominens1	, tis	NOMcom	 (Sous-entendu LOCVS) 	prominentia, prominenti	13
prominens2		ADJqua	 =EMINENS 	prominentis	25
prominentia	, ae	NOMcom	 		11
promineo	, es, ere	VER	 	prominet, prominent	52
prominulus	, i	ADJqua	Auto. 	prominulam	2
promiscue		ADV	 	promiscue, promisce	60
promiscuum	, i	NOMcom	 (Uniquement dans L'expression IN PROMISCVO) 	promiscuo	12
promiscuus	, a, um	ADJqua	 	promisca, promiscua	21
promissio	, nis	NOMcom	Auto. 	promissione, promissio	13
promissor	, is	NOMcom	Auto. 	promissor	13
promissum	, i	NOMcom	 =PROMISSIO (Sg.,Pl.) 	promissis, promissa	12
promissus	, a, um	ADJqua	 =PROD V CT V S, LONGVS;POLLICITVS, PACTVS 	promissa, promisso	21
promitto	, is, ere	VER	 	promittere, promissa	53
promo	, is, ere	VER	 	promere, promit	53
Promolus	, i	NOMpro	Auto. 	Promolum	12
promontorium	, i	NOMcom	 	promunturium, promunturia	12
promonturium	, i	NOMcom	Auto. 	promunturiis	12
promoueo	, es, ere	VER	 	promouere, promotis	52
prompte		ADV	 	promptius, prompte	60
prompto	, are	VER	Auto. 	promptare, promptet	51
promptuarius	, a, um	ADJqua	 	promptarium, promptaria	21
promptus1	, us	NOMcom	 	promptu	14
promptus2	, a, um	ADJqua	 (pas de Sous-lemme) 	promptum, promptus	21
promulgatio	, nis	NOMcom	Auto. 	promulgatione, promulgatio	13
promulgo	, as, are	VER	 	promulgata, promulgauit	51
promulsidare	, is	NOMcom	Auto. 	promulsidari	13
promulsis	, dis	NOMcom	Auto. 	promulside	13
promus	, i	NOMcom	 	promus	12
promutuus	, a, um	ADJqua	 	promutuum	21
pronaus		NOMcom	 (Greek)		17
prone		ADV	 	prone	60
pronepos	, tis	NOMcom	 	pronepotes, pronepos	13
proneptis	, is	NOMcom	 	proneptes, proneptis	13
pronuba	, ae	NOMcom	 	pronuba	11
pronubus	, a, um	ADJqua	 	pronuba, pronubam	21
pronuntiatio	, nis	NOMcom	 	pronuntiatione, pronuntiatio	13
pronuntio	, as, are	VER	 	pronuntiat, pronuntiari	51
pronurus	, us	NOMcom	 	pronurus	14
pronus	, a, um	ADJqua	 (pas de Sous-lemme) 	prona, pronus	21
prooemior	, aris	VER	Auto. 	prohoemiatur	51
prooemium	, i	NOMcom	 	prooemio, prohoemia	12
propagatio	, nis	NOMcom	 	propagatio	13
propagator	, is	NOMcom	 		13
propago1	, inis	NOMcom	 	propago, propaginis	13
propago2	, are	VER	 (pas de Sous-lemme) 	propagari, propagare	51
propalam		ADV	 	propalam	60
propatulum	, i	NOMcom	 	propatulo	12
propatulus	, a, um	ADJqua	 	propatulo	21
prope1		ADV	 	prope, propius	60
prope2		PRE	 	prope, propius	70
propediem		ADV	 (forme en 1 ou 2 mots) 	propediem	60
propello	, is, ere	VER	 (pas de Sous-lemme) 	propellere, propulit	53
propemodum		ADV	 (forme en 1 ou 2 mots) 	propemodum	60
propendeo	, es	VER	 	propenso, propendes	52
propensio	, nis	NOMcom	 		13
propensus	, a, um	ADJqua	 =PROPENDENS, INCLINATVS (propre et Fig.);DEDITVS, FAVENS 	propensior, propensus	21
properans	, tis	ADJqua	 =CITVS, CELER 	properans, properantes	25
properanter		ADV	 	properantius, properanter	60
properantia	, ae	NOMcom	 	properantia	11
properatio	, nis	NOMcom	 		13
properato		ADV	 	properato	60
properatus	, a, um	ADJqua	 =FESTINATVS, ACCELERATVS 		21
